"node_index","node_id","node_type","node_name","node_description","indication","mechanism_of_action","node_source"
"159","DRUG_8c1ec4fa9e","Drug","Sitagliptin","Không phù hợp với bệnh nhân đái tháo đường típ 1.","Không được sử dụng trong đái tháo đường típ 1 do không có tác dụng.","Ức chế enzyme DPP-4, tăng mức GLP-1 để điều hòa glucose.","https://web.archive.org/web/https://ttytiapa.gialai.gov.vn/van-ban/huong-dan-chan-doan-va-dieu-tri-benh-dai-thao-duong-tip-1-o-.html"
"160","DRUG_8c80da56d1","Drug","PCSK9i","Liều lượng không được nêu rõ trong văn bản, thường dùng liều khởi đầu 75-150 mg/tháng. | Liều lượng không được nêu rõ trong văn bản, nhưng thường dùng liều khởi đầu thấp và tăng dần theo hướng dẫn. | Liều lượng không được nêu rõ trong văn bản, nhưng thường dùng liều duy trì theo hướng dẫn.","Phối hợp với statin và ezetimibe để kiểm soát LDL-C ở bệnh nhân nguy cơ cao. | Phối hợp với statin và ezetimibe để kiểm soát LDL-C ở người có nguy cơ tim mạch cao. | Phối hợp với statin và ezetimibe để kiểm soát LDL-C ở người có nguy cơ cao.","Ức chế protein PCSK9, làm tăng mức độ LDL receptor trên gan, tăng đào thải LDL-C. | Ức chế protein PCSK9, làm tăng mức độ LDL receptor trên gan, giúp loại bỏ LDL-C hiệu quả hơn. | Ức chế protein PCSK9, làm tăng mức độ LDL receptor trên gan, tăng loại bỏ LDL-C.","https://bachmai.gov.vn/bai-viet/doi-moi-tu-duy-dieu-tri-dai-thao-duong-typ-2-va-chien-luoc-kiem-soat-toan-dien-bien-chung-than-kinh?id=090463d0-4515-40c8-919c-8bebc41e2c01 | https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/doi-moi-tu-duy-dieu-tri-dai-thao-duong-typ-2-va-chien-luoc-kiem-soat-toan-dien-bien-chung-than-kinh?id=090463d0-4515-40c8-919c-8bebc41e2c01 | https://bachmai.gov.vn/bai-viet/doi-moi-tu-duy-dieu-tri-dai-thao-duong-typ-2-va-chien-luoc-kiem-soat-toan-dien-bien-chung-than-kinh?id=090463d0-4515-40c8-919c-8bebc41e2c01"
"161","DRUG_8cd8f44bba","Drug","Theophyllin","Dạng uống hoặc tiêm tĩnh mạch, dùng khi cần kiểm soát cấp tính.","Giảm co thắt phế quản và chống viêm nhẹ.","Ức chế enzym phosphodiesterase, tăng cGMP để giãn cơ trơn.","https://www.vinmec.com/vie/benh/hen-phe-quan-2949"
"162","DRUG_8fe0e02284","Drug","Insulin tiêm dưới da","Liều lượng tùy theo cân nặng, tuổi và mức đường huyết.","Điều trị ĐTĐ típ 1 với liều lượng linh hoạt.","Cung cấp Insulin ngoại sinh theo thời gian và liều lượng được điều chỉnh.","https://benhviennhitrunguong.gov.vn/hoi-thao-xu-huong-dieu-tri-dai-thao-duong-tip-1-chung-ta-khong-the-dung-ngoai.html"
"163","DRUG_904bb41fb2","Drug","Insulin liên tục","Liều lượng tùy theo cân nặng, tuổi và mức đường huyết.","Điều trị ĐTĐ típ 1 với độ chính xác cao hơn.","Cung cấp Insulin theo thời gian và liều lượng được lập trình sẵn.","https://benhviennhitrunguong.gov.vn/hoi-thao-xu-huong-dieu-tri-dai-thao-duong-tip-1-chung-ta-khong-the-dung-ngoai.html"
"164","DRUG_91a709e964","Drug","ARB","Liều lượng không được nêu rõ trong văn bản. | Liều lượng không được nêu cụ thể trong văn bản.","Điều trị tăng huyết áp.","Ức chế thụ thể angiotensin II, làm giảm co mạch và tăng lưu lượng máu.","https://chanthuongvacotsong.bachmai.gov.vn/cao-huyet-ap-am-tham-ma-rat-hiem/"
"165","DRUG_9298dacd5f","Drug","Thuốc lợi tiểu","Cần tuân thủ chỉ định của bác sĩ, không tự ý bỏ thuốc. | Cần phối hợp với thuốc hạ áp để đạt hiệu quả tốt nhất.","Giảm ứ dịch trong cơ thể, giảm gánh nặng cho tim. | Giúp thải nước dư thừa, giảm huyết áp.","Tăng đào thải nước và muối qua thận, làm giảm lượng dịch trong khoang. | Tăng đào thải nước và muối qua thận. | Tăng đào thải nước và muối qua thận, giảm thể tích máu và huyết áp.","https://bachmai.gov.vn/bai-viet/nhan-biet-dieu-tri-va-cham-soc-nguoi-benh-suy-tim?id=f55f8d26-9341-41d6-a243-00f543335069 | https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/nhan-biet-dieu-tri-va-cham-soc-nguoi-benh-suy-tim?id=f55f8d26-9341-41d6-a243-00f543335069 | https://www.vinmec.com/vie/bai-viet/dieu-tri-tang-huyet-ap-kem-suy-man-vi"
"166","DRUG_9582657078","Drug","Thuốc kháng sinh","Có thể gây tổn thương thận nếu không dùng đúng chỉ định và liều lượng. | Có thể làm nặng thêm tổn thương thận nếu không được chỉ định đúng. | Có thể làm nặng thêm biến chứng thận nếu không được bác sĩ hướng dẫn. | Cần hỏi ý kiến bác sĩ trước khi dùng vì có thể làm biến chứng thận nặng lên. | Có thể làm biến chứng thận nặng lên nếu dùng không đúng chỉ định. | Có thể làm nặng thêm tổn thương thận nếu không dùng đúng chỉ định. | Liều lượng tùy theo loại thuốc và độ tuổi, thường dùng 2 - 4 tuần. | Không mô tả","Điều trị nhiễm trùng đi kèm. | Điều trị nhiễm trùng. | Điều trị nhiễm trùng, nhưng có thể làm nặng biến chứng thận. | Điều trị nhiễm trùng đi kèm. | Điều trị nhiễm trùng | Dùng khi có nhiễm trùng kèm theo cơn hen cấp. | Điều trị nhiễm trùng đường hô hấp.","Không rõ trong văn bản, nhưng có thể gây tổn thương thận khi dùng không đúng chỉ định. | Không rõ cơ chế gây tổn thương thận, nhưng tác dụng phụ trên thận được ghi nhận. | Không rõ trong bài, nhưng có thể gây tổn thương thận khi dùng không đúng. | Giảm vi khuẩn gây viêm, ngăn ngừa biến chứng. |","https://web.archive.org/web/https://benhvientinh.caobang.gov.vn/index.php/vi/news/tin-tuc-su-kien/bien-chung-than-do-dai-thao-duong-6-dieu-nguoi-benh-phai-chu-y-710.html | https://benhvientinh.caobang.gov.vn/index.php/vi/news/tin-tuc-su-kien/bien-chung-than-do-dai-thao-duong-6-dieu-nguoi-benh-phai-chu-y-710.html | https://benhvientinh.caobang.gov.vn/index.php/vi/news/tin-tuc-su-kien/bien-chung-than-do-dai-thao-duong-6-dieu-nguoi-benh-phai-chu-y-710.html | https://benhvientinh.caobang.gov.vn/index.php/vi/news/tin-tuc-su-kien/bien-chung-than-do-dai-thao-duong-6-dieu-nguoi-benh-phai-chu-y-710.html | https://benhvientinh.caobang.gov.vn/index.php/vi/news/tin-tuc-su-kien/bien-chung-than-do-dai-thao-duong-6-dieu-nguoi-benh-phai-chu-y-710.html | https://web.archive.org/web/https://benhvientinh.caobang.gov.vn/index.php/vi/news/tin-tuc-su-kien/bien-chung-than-do-dai-thao-duong-6-dieu-nguoi-benh-phai-chu-y-710.html | https://web.archive.org/web/https://benhviennhitrunguong.gov.vn/tag/hen-phe-quan | https://web.archive.org/web/https://bachmai.gov.vn/tin-chi-tiet/-/bai-viet/huong-dan-su-dung-thuoc-hit-xit-o-nguoi-mac-benh-phoi-man-tinh-8626-146.html"
"167","DRUG_9712d583cf","Drug","Clarithromycin","Liều lượng không được nêu trong bài viết.","Điều trị nhiễm khuẩn hô hấp.","Thuốc kháng sinh nhóm macrolide, ức chế tổng hợp protein vi khuẩn. | Kháng sinh nhóm macrolide, ức chế tổng hợp protein vi khuẩn.","https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/benh-phoi-tac-nghen-man-tinh-hieu-dung-phong-ngua-va-phat-hien-som-cung-chuyen-gia-benh-vien-bach-mai?id=bef483aa-6fde-433a-b2e8-b373eb7903a6"
"168","DRUG_994de254ad","Drug","Không đề cập thuốc cụ thể","Nghiên cứu tập trung vào đặc điểm lâm sàng và cận lâm sàng, không đề cập đến điều trị cụ thể.","Không có thông tin về chỉ định thuốc trong nghiên cứu này.","Không có cơ chế tác dụng được nêu rõ.","https://nsti.vista.gov.vn/publication/view/nghien-cuu-dac-diem-lam-sang-can-lam-sang-va-danh-gia-bien-chung-than-o-benh-nhan-dai-thao-duong-type-2-tai-khoa-noi-3-benh-vien-huu-nghi-viet-tiep-hai-phong-350723.html"
"169","DRUG_9d4b3ec44d","Drug","Thuốc Flixotide","Liều lượng theo chỉ định bác sĩ, dùng thường xuyên để kiểm soát.","Dùng điều trị hen phế quản và COPD để kiểm soát triệu chứng.","Corticosteroid dạng khí dung, ức chế viêm đường thở.","https://www.vinmec.com/vie/bai-viet/lam-nao-de-chan-doan-hen-phe-quan-vi"
"170","DRUG_9d5829358d","Drug","Clopidogrel","Sử dụng kéo dài trong điều trị, nhưng có liên quan đến tăng nguy cơ biến cố tim mạch ở bệnh nhân đái tháo đường. | Sử dụng kéo dài trong nghiên cứu từ 01/01/2016 đến 01/02/2019. | Sử dụng kéo dài trong nghiên cứu từ 01/01/2016 đến 01/02/2019. | Sử dụng kéo dài trong điều trị cho bệnh nhân đái tháo đường tại BVĐKQTHP từ 01/01/2016 đến 01/02/2019. | Sử dụng kéo dài trong điều trị bệnh nhân đái tháo đường.","Điều trị phòng ngừa sự kiện tim mạch ở bệnh nhân đái tháo đường. | Chống đông máu, điều trị sau nhồi máu cơ tim hoặc đột quỵ. | Chống đông máu, điều trị sau nhồi máu cơ tim hoặc đột quỵ. | Chỉ định điều trị phòng ngừa sự kiện tim mạch ở bệnh nhân sau phẫu thuật hoặc có tiền sử bệnh mạch vành.","Chất ức chế chọn lọc P2Y12, ngăn chặn hoạt hóa tiểu cầu và giảm nguy cơ hình thành cục máu đông. | Ức chế chọn lọc P2Y12 trên tiểu cầu, ngăn ngừa tập kết tiểu cầu. | Ức chế chọn lọc P2Y12 trên tiểu cầu, ngăn ngừa tập kết tiểu cầu. | Ức chế chọn lọc yếu tố IIa của chuỗi đông máu, làm giảm nguy cơ hình thành cục máu đông.","https://web.archive.org/web/http://www.tapchiyhocduphong.vn/tap-chi-y-hoc-du-phong/2019/09/nguy-co-bien-co-tim-mach-o-benh-nhan-su-dung-clopidogrel-mac-va-khong-mac-dai-th-o81E2084E.html"
"171","DRUG_9f18ea8a7c","Drug","Pregabalin","Thuốc đầu tay trong điều trị đau thần kinh, được chứng minh hiệu quả và an toàn trên bệnh nhân ĐTĐ. | Thuốc điều trị đầu tay theo nhiều hướng dẫn điều trị đau thần kinh. | Thuốc điều trị đầu tay trong nhiều hướng dẫn điều trị đau thần kinh. | Thuốc đầu tay trong điều trị đau thần kinh, được chứng minh hiệu quả, dung nạp và an toàn trên bệnh nhân ĐTĐ. | Thuốc điều trị đầu tay trong nhiều hướng dẫn điều trị đau thần kinh. | Thuốc đầu tay trong điều trị đau thần kinh, được chứng minh hiệu quả, dung nạp và an toàn trên bệnh nhân ĐTĐ. | Thuốc đầu tay trong điều trị đau thần kinh ngoại biên, được chứng minh hiệu quả và an toàn trên bệnh nhân ĐTĐ. | Thuốc điều trị đầu tay theo nhiều hướng dẫn điều trị đau thần kinh. | Khuyến cáo là thuốc điều trị đầu tay trong nhiều hướng dẫn điều trị đau thần kinh. | Thuốc điều trị đầu tay theo nhiều hướng dẫn điều trị đau thần kinh. | Thuốc đầu tay trong điều trị đau thần kinh ngoại biên theo nhiều hướng dẫn. | Thuốc điều trị đầu tay theo nhiều hướng dẫn điều trị đau thần kinh. | Thuốc đầu tay trong điều trị đau thần kinh, được chứng minh hiệu quả, dung nạp và an toàn trên bệnh nhân ĐTĐ. | Thuốc đầu tay trong điều trị đau thần kinh, được chứng minh hiệu quả, dung nạp và an toàn trên bệnh nhân ĐTĐ. | Thuốc điều trị đầu tay trong nhiều hướng dẫn điều trị đau thần kinh.","Điều trị đau thần kinh ngoại biên. | Điều trị đau thần kinh ngoại biên. | Điều trị đau thần kinh ngoại biên do ĐTĐ. | Điều trị đau thần kinh ngoại biên do ĐTĐ. | Điều trị đau thần kinh ngoại biên. | Điều trị đau thần kinh ngoại biên.","Giảm đau thần kinh bằng cách tác động lên hệ thống thần kinh trung ương. | Giảm đau triệu chứng, dung nạp và an toàn trên bệnh nhân ĐTĐ. | Giảm đau thần kinh hiệu quả, dung nạp và an toàn trên bệnh nhân ĐTĐ. | Giảm đau triệu chứng và cải thiện chất lượng sống. | Giảm đau thần kinh hiệu quả, an toàn và dung nạp tốt trên bệnh nhân ĐTĐ. | Giảm đau triệu chứng và cải thiện chất lượng sống. | Giảm đau thần kinh bằng cơ chế ức chế kênh canxi và giảm kích thích thần kinh. | Giảm đau thần kinh ngoại biên thông qua cơ chế tác động lên hệ thần kinh trung ương. | Giảm đau thần kinh hiệu quả, dung nạp và an toàn trên bệnh nhân ĐTĐ. | Giảm đau triệu chứng, dung nạp và an toàn trên bệnh nhân ĐTĐ. | Giảm đau thần kinh hiệu quả, an toàn và dung nạp tốt trên bệnh nhân ĐTĐ. | Giảm đau triệu chứng, dung nạp và an toàn trên bệnh nhân ĐTĐ. | Giảm đau thần kinh hiệu quả, an toàn và dung nạp tốt trên bệnh nhân ĐTĐ. | Giảm đau triệu chứng và cải thiện chất lượng sống. | Giảm đau triệu chứng, đã được chứng minh hiệu quả và an toàn trên bệnh nhân ĐTĐ. | Giảm đau thần kinh hiệu quả, dung nạp và an toàn trên bệnh nhân ĐTĐ. | Giảm đau triệu chứng và cải thiện chất lượng sống.","https://bachmai.gov.vn/bai-viet/dai-thao-duong-bien-chung-tim-mach-va-than-kinh-ngoai-bien-sat-thu-tham-lang?id=994f4df4-95c1-4760-8aee-8d07a69f9fe1 | https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/dai-thao-duong-bien-chung-tim-mach-va-than-kinh-ngoai-bien-sat-thu-tham-lang?id=994f4df4-95c1-4760-8aee-8d07a69f9fe1 | https://bachmai.gov.vn/bai-viet/dai-thao-duong-bien-chung-tim-mach-va-than-kinh-ngoai-bien-sat-thu-tham-lang?id=994f4df4-95c1-4760-8aee-8d07a69f9fe1 | https://web.archive.org/web/https://chanthuongvacotsong.bachmai.gov.vn/dai-thao-duong-bien-chung-tim-mach-va-than-kinh-ngoai-bien-sat-thu-tham-lang/ | https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/dai-thao-duong-bien-chung-tim-mach-va-than-kinh-ngoai-bien-sat-thu-tham-lang?id=994f4df4-95c1-4760-8aee-8d07a69f9fe1 | https://bachmai.gov.vn/bai-viet/dai-thao-duong-bien-chung-tim-mach-va-than-kinh-ngoai-bien-sat-thu-tham-lang?id=994f4df4-95c1-4760-8aee-8d07a69f9fe1 | https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/dai-thao-duong-bien-chung-tim-mach-va-than-kinh-ngoai-bien-sat-thu-tham-lang?id=994f4df4-95c1-4760-8aee-8d07a69f9fe1 | https://bachmai.gov.vn/bai-viet/dai-thao-duong-bien-chung-tim-mach-va-than-kinh-ngoai-bien-sat-thu-tham-lang?id=994f4df4-95c1-4760-8aee-8d07a69f9fe1 | https://bachmai.gov.vn/bai-viet/dai-thao-duong-bien-chung-tim-mach-va-than-kinh-ngoai-bien-sat-thu-tham-lang?id=994f4df4-95c1-4760-8aee-8d07a69f9fe1 | https://chanthuongvacotsong.bachmai.gov.vn/dai-thao-duong-bien-chung-tim-mach-va-than-kinh-ngoai-bien-sat-thu-tham-lang/ | https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/dai-thao-duong-bien-chung-tim-mach-va-than-kinh-ngoai-bien-sat-thu-tham-lang?id=994f4df4-95c1-4760-8aee-8d07a69f9fe1 | https://bachmai.gov.vn/bai-viet/dai-thao-duong-bien-chung-tim-mach-va-than-kinh-ngoai-bien-sat-thu-tham-lang?id=994f4df4-95c1-4760-8aee-8d07a69f9fe1 | https://bachmai.gov.vn/bai-viet/dai-thao-duong-bien-chung-tim-mach-va-than-kinh-ngoai-bien-sat-thu-tham-lang?id=994f4df4-95c1-4760-8aee-8d07a69f9fe1 | https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/dai-thao-duong-bien-chung-tim-mach-va-than-kinh-ngoai-bien-sat-thu-tham-lang?id=994f4df4-95c1-4760-8aee-8d07a69f9fe1 | https://bachmai.gov.vn/bai-viet/dai-thao-duong-bien-chung-tim-mach-va-than-kinh-ngoai-bien-sat-thu-tham-lang?id=994f4df4-95c1-4760-8aee-8d07a69f9fe1 | https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/dai-thao-duong-bien-chung-tim-mach-va-than-kinh-ngoai-bien-sat-thu-tham-lang?id=994f4df4-95c1-4760-8aee-8d07a69f9fe1"
"172","DRUG_9fe49e5ca3","Drug","Natriclorua 0,45%","Truyền 250-500ml/giờ, kết hợp với glucose 5% khi glucose máu đạt 15-16 mmol/l.","Điều chỉnh điện giải và bù nước khi glucose máu giảm.","Cung cấp natri và nước để điều chỉnh cân bằng điện giải.","https://web.archive.org/web/https://benhviendakhoasongma.gov.vn/bai-viet/hon-me-tang-ap-luc-tham-thau-do-dai-thao-duong-210"
"173","DRUG_a0047978ba","Drug","Thuốc Turbuhaler","Liều lượng theo chỉ định, dùng thường xuyên để kiểm soát.","Điều trị hen phế quản và COPD.","Corticosteroid dạng bột khô, ức chế viêm đường thở.","https://www.vinmec.com/vie/bai-viet/lam-nao-de-chan-doan-hen-phe-quan-vi"
"174","DRUG_a047ac8bf6","Drug","Kháng IgE","Phương pháp mới, đắt tiền, chưa phổ biến tại Việt Nam.","Điều trị hen dị ứng trung bình đến nặng ở người từ 12 tuổi trở lên.","Ngăn chặn kháng thể gây phản ứng dị ứng. | Ngăn chặn kháng thể gây phản ứng dị ứng (IgE).","https://benhviennhitrunguong.gov.vn/loi-khuyen-cua-cac-chuyen-gia-di-ung-ve-benh-hen-2.html | https://web.archive.org/web/https://benhviennhitrunguong.gov.vn/loi-khuyen-cua-cac-chuyen-gia-di-ung-ve-benh-hen-2.html"
"175","DRUG_a190308957","Drug","Jardiance","Liều lượng thường dùng: 10 mg mỗi ngày, uống cùng bữa ăn.","Chỉ định điều trị đái tháo đường kèm suy chức năng thận hoặc tăng huyết áp.","Ức chế tái hấp thu glucose ở ống thận, giảm lượng glucose bài tiết vào nước tiểu.","https://www.vinmec.com/vie/bai-viet/tong-quan-ve-benh-dai-thao-duong-vi"
"176","DRUG_a6f8fad67b","Drug","Pioglitazone","Không phù hợp với bệnh nhân đái tháo đường típ 1. | Liều lượng không áp dụng cho ĐTĐ típ 1.","Không được sử dụng trong đái tháo đường típ 1 do không có tác dụng. | Không được sử dụng trong ĐTĐ típ 1.","Tăng nhạy cảm insulin ở cơ và mô mỡ. | Tăng nhạy cảm Insulin ở mô cơ và gan.","https://web.archive.org/web/https://ttytiapa.gialai.gov.vn/van-ban/huong-dan-chan-doan-va-dieu-tri-benh-dai-thao-duong-tip-1-o-.html | https://benhviennhitrunguong.gov.vn/hoi-thao-xu-huong-dieu-tri-dai-thao-duong-tip-1-chung-ta-khong-the-dung-ngoai.html"
