relation,display_relation,x_index,x_id,x_type,x_name,x_source,y_index,y_id,y_type,y_name,y_source,evidence,source_url
PART_OF_TREATMENT,là một phần phác đồ,1058,INTE_4668cee288,Intervention,Sàng lọc định kỳ,https://web.archive.org/web/https://vista.gov.vn/vi/news/cac-linh-vuc-khoa-hoc-va-cong-nghe/dau-an-sinh-hoc-moi-trong-phat-trien-som-bien-chung-than-do-dai-thao-duong-9409.html,47,E14.2,Disease,"Đái tháo đường không xác định, kèm biến chứng thận",https://web.archive.org/web/https://vista.gov.vn/vi/news/cac-linh-vuc-khoa-hoc-va-cong-nghe/dau-an-sinh-hoc-moi-trong-phat-trien-som-bien-chung-than-do-dai-thao-duong-9409.html,"Hiện nay, việc sàng lọc bệnh thận đái tháo đường được thực hiện cho tất cả bệnh nhân ĐTĐ type 2 khi được chẩn đoán và hàng năm sau đó.",https://web.archive.org/web/https://vista.gov.vn/vi/news/cac-linh-vuc-khoa-hoc-va-cong-nghe/dau-an-sinh-hoc-moi-trong-phat-trien-som-bien-chung-than-do-dai-thao-duong-9409.html
PART_OF_TREATMENT,là một phần phác đồ,1166,INTE_cef6066f21,Intervention,Xét nghiệm dấu ấn sinh học mới,https://web.archive.org/web/https://vista.gov.vn/vi/news/cac-linh-vuc-khoa-hoc-va-cong-nghe/dau-an-sinh-hoc-moi-trong-phat-trien-som-bien-chung-than-do-dai-thao-duong-9409.html,47,E14.2,Disease,"Đái tháo đường không xác định, kèm biến chứng thận",https://web.archive.org/web/https://vista.gov.vn/vi/news/cac-linh-vuc-khoa-hoc-va-cong-nghe/dau-an-sinh-hoc-moi-trong-phat-trien-som-bien-chung-than-do-dai-thao-duong-9409.html,Một số dấu ấn sinh học dường như trội hơn về mặt tiềm năng trong đánh giá sớm tổn thương cầu thận đã được phát hiện từ các nghiên cứu lâm sàng.,https://web.archive.org/web/https://vista.gov.vn/vi/news/cac-linh-vuc-khoa-hoc-va-cong-nghe/dau-an-sinh-hoc-moi-trong-phat-trien-som-bien-chung-than-do-dai-thao-duong-9409.html
CAUSES,gây ra bệnh,1209,PATH_2c40521b42,Pathogen,Không có tác nhân gây bệnh được trích xuất,https://web.archive.org/web/https://vista.gov.vn/vi/news/cac-linh-vuc-khoa-hoc-va-cong-nghe/dau-an-sinh-hoc-moi-trong-phat-trien-som-bien-chung-than-do-dai-thao-duong-9409.html,47,E14.2,Disease,"Đái tháo đường không xác định, kèm biến chứng thận",https://web.archive.org/web/https://vista.gov.vn/vi/news/cac-linh-vuc-khoa-hoc-va-cong-nghe/dau-an-sinh-hoc-moi-trong-phat-trien-som-bien-chung-than-do-dai-thao-duong-9409.html,,https://web.archive.org/web/https://vista.gov.vn/vi/news/cac-linh-vuc-khoa-hoc-va-cong-nghe/dau-an-sinh-hoc-moi-trong-phat-trien-som-bien-chung-than-do-dai-thao-duong-9409.html
HAS_SYMPTOM,có triệu chứng lâm sàng,47,E14.2,Disease,"Đái tháo đường không xác định, kèm biến chứng thận",https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,203,SYMP_59b8942f59,Symptom,Đái nhiều,https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,"Khi đó, áp lực thẩm thấu máu tăng cao, kéo nhiều nước vào lòng mạch. Bệnh nhân có thể đi tiểu 5 – 7 lít/24 giờ.",https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421
HAS_SYMPTOM,có triệu chứng lâm sàng,47,E14.2,Disease,"Đái tháo đường không xác định, kèm biến chứng thận",https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,190,SYMP_468192816b,Symptom,Uống nhiều,https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,"Do đái nhiều nên bệnh nhân mất nhiều nước nên rất khát, uống nhiều và thích uống nước ngọt.",https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421
HAS_SYMPTOM,có triệu chứng lâm sàng,47,E14.2,Disease,"Đái tháo đường không xác định, kèm biến chứng thận",https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,261,SYMP_c450d7869f,Symptom,Gầy nhiều,https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,"Trong vài tháng, người bệnh có thể sút 5 – 10kg.",https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421
HAS_SYMPTOM,có triệu chứng lâm sàng,47,E14.2,Disease,"Đái tháo đường không xác định, kèm biến chứng thận",https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,163,SYMP_1d8afdb0a1,Symptom,Ăn nhiều,https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,"Trong một số trường hợp, do tế bào bị “đói” Glucose nên bệnh nhân luôn có cảm giác đói và ăn rất nhiều.",https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421
HAS_SYMPTOM,có triệu chứng lâm sàng,47,E14.2,Disease,"Đái tháo đường không xác định, kèm biến chứng thận",https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,155,SYMP_1185538ecb,Symptom,Mệt mỏi,https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,"Do Glucose không được vận chuyển vào trong tế bào, hoặc việc vận chuyển Glucose vào không đáp ứng được nhu cầu hoạt động dẫn đến tế bào thiếu năng lượng khiến cho cơ thể mệt mỏi, kiệt sức.",https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421
HAS_SYMPTOM,có triệu chứng lâm sàng,47,E14.2,Disease,"Đái tháo đường không xác định, kèm biến chứng thận",https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,253,SYMP_b623a4efbf,Symptom,Ngứa và tê bì tay chân,https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,"Một số triệu chứng khác: Ngứa, tê bì tay chân...",https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421
HAS_SYMPTOM,có triệu chứng lâm sàng,47,E14.2,Disease,"Đái tháo đường không xác định, kèm biến chứng thận",https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,255,SYMP_ba8896b7d6,Symptom,Giảm thị lực,https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,Một số triệu chứng khác: ... giảm thị lực ...,https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421
DIAGNOSED_BY,được chẩn đoán/xét nghiệm qua,47,E14.2,Disease,"Đái tháo đường không xác định, kèm biến chứng thận",https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,444,DIAG_f7f2b8769c,DiagnosticTest,Định lượng Glucose máu,https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,"Glucose máu sau ăn hoặc bất kỳ: ≥11,1 mmol/l (≥200 mg/dL).",https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421
DIAGNOSED_BY,được chẩn đoán/xét nghiệm qua,47,E14.2,Disease,"Đái tháo đường không xác định, kèm biến chứng thận",https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,333,DIAG_2555069a9a,DiagnosticTest,Định lượng HbA1c,https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,"Ở người bình thường chỉ số này là 5%. Đối với bệnh nhân đái tháo đường thì chỉ số này <6,5% là đường máu được cân bằng tốt.",https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421
DIAGNOSED_BY,được chẩn đoán/xét nghiệm qua,47,E14.2,Disease,"Đái tháo đường không xác định, kèm biến chứng thận",https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,324,DIAG_130ba40c9a,DiagnosticTest,Định lượng Glucose niệu,https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,Các chỉ số hóa sinh khác: ... Glucose niệu...,https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421
DIAGNOSED_BY,được chẩn đoán/xét nghiệm qua,47,E14.2,Disease,"Đái tháo đường không xác định, kèm biến chứng thận",https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,431,DIAG_e4dd6ac4bd,DiagnosticTest,Soi đáy mắt,https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,Soi đáy mắt: Phát hiện tổn thương mạch máu võng mạc.,https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421
DIAGNOSED_BY,được chẩn đoán/xét nghiệm qua,47,E14.2,Disease,"Đái tháo đường không xác định, kèm biến chứng thận",https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,400,DIAG_a5c37d954c,DiagnosticTest,Điện tâm đồ,https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,"Điện tâm đồ: Phát hiện sớm các biểu hiện thiếu máu cơ tim, bệnh lý mạch vành.",https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421
DIAGNOSED_BY,được chẩn đoán/xét nghiệm qua,47,E14.2,Disease,"Đái tháo đường không xác định, kèm biến chứng thận",https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,327,DIAG_1c3deb51db,DiagnosticTest,"Tìm kháng thể (ICA, anti GAP)",https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,"Tìm các kháng thể: ICA, anti GAP… hay gặp trong đái tháo đường type 1.",https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421
HAS_COMPLICATION,gây ra biến chứng,47,E14.2,Disease,"Đái tháo đường không xác định, kèm biến chứng thận",https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,587,COMP_c37ebcbeae,Complication,Hạ glucose máu,https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,Là biến chứng hay gặp khi người bệnh do ăn kiêng quá mức hoặc do dùng thuốc hạ đường huyết quá liều.,https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421
HAS_COMPLICATION,gây ra biến chứng,47,E14.2,Disease,"Đái tháo đường không xác định, kèm biến chứng thận",https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,608,COMP_e7d99629ff,Complication,Nhiễm toan ceton,https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,"Triệu chứng: Chán ăn. Khát nước, uống nhiều nước... Hơi thở có mùi Ceton.",https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421
HAS_COMPLICATION,gây ra biến chứng,47,E14.2,Disease,"Đái tháo đường không xác định, kèm biến chứng thận",https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,619,COMP_f5969f1119,Complication,Nhiễm toan acid lactic,https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,"Triệu chứng: Co cứng cơ, đau ngực... pH máu động mạch <7, Lactac máu tăng > 10 – 20 mmol/l.",https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421
HAS_COMPLICATION,gây ra biến chứng,47,E14.2,Disease,"Đái tháo đường không xác định, kèm biến chứng thận",https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,544,COMP_896333cfb3,Complication,Tăng glucose máu,https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,"Tăng Glucose máu xảy ra khi lượng đường huyết >33,3 mmol/l. ... dẫn đến hôn mê và tử vong.",https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421
HAS_COMPLICATION,gây ra biến chứng,47,E14.2,Disease,"Đái tháo đường không xác định, kèm biến chứng thận",https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,511,COMP_5fb9334d11,Complication,Rối loạn lipid máu,https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,Rối loạn Lipid máu: Gặp cả 2 type bệnh nhưng hay gặp hơn ở những bệnh nhân đái tháo đường type 2.,https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421
HAS_COMPLICATION,gây ra biến chứng,47,E14.2,Disease,"Đái tháo đường không xác định, kèm biến chứng thận",https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,516,COMP_664d3e617f,Complication,Tổn thương mạch máu nhỏ,https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,Nồng độ đường trong máu tăng cao và sự dao động lượng Glucose máu là yếu tố chính gây ra tổn thương các mạch máu nhỏ.,https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421
HAS_COMPLICATION,gây ra biến chứng,47,E14.2,Disease,"Đái tháo đường không xác định, kèm biến chứng thận",https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,479,COMP_302a06f77c,Complication,Bệnh lý thần kinh ngoại vi,https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,"Thần kinh ngoại vi: Triệu chứng tùy thuộc vào vùng bị ảnh hưởng. Bệnh nhân có cảm giác kiến bò, tê, bỏng rát… thường bị ở chân và tay.",https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421
HAS_COMPLICATION,gây ra biến chứng,47,E14.2,Disease,"Đái tháo đường không xác định, kèm biến chứng thận",https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,542,COMP_89097afe16,Complication,Bệnh lý thần kinh thực vật,https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,"Thần kinh thực vật: ... Tụt huyết áp, ngất, đổ mồ hôi, nôn, buồn nôn, tiểu tiện không tự chủ...",https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421
HAS_COMPLICATION,gây ra biến chứng,47,E14.2,Disease,"Đái tháo đường không xác định, kèm biến chứng thận",https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,561,COMP_a2be4cd809,Complication,Bệnh lý võng mạc,https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,"Bệnh lý võng mạc: Do tổn thương các mạch máu võng mạc. Biểu hiện: Xuất tiết, xuất huyết võng mạc… có thể gây giảm thị lực và dẫn đến mù.",https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421
HAS_COMPLICATION,gây ra biến chứng,47,E14.2,Disease,"Đái tháo đường không xác định, kèm biến chứng thận",https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,580,COMP_b5f62a6d6c,Complication,Bệnh lý cầu thận,https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,"Bệnh lý cầu thận: Do tổn thương các mạch máu nhỏ ở cầu thận. Triệu chứng: Đái ra Protein vi thể, tăng huyết áp...",https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421
HAS_COMPLICATION,gây ra biến chứng,47,E14.2,Disease,"Đái tháo đường không xác định, kèm biến chứng thận",https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,538,COMP_8417203606,Complication,Tổn thương bàn chân,https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,"Tổn thương bàn chân: ... chỉ 1 vết thương nhỏ cũng dẫn đến loét, lâu lành và hoại tử...",https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421
HAS_COMPLICATION,gây ra biến chứng,47,E14.2,Disease,"Đái tháo đường không xác định, kèm biến chứng thận",https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,489,COMP_3b3b75ea01,Complication,Bệnh mạch vành,https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,Bệnh mạch vành: 75% bệnh nhân đái tháo đường mắc bệnh lý mạch vành... Nguy cơ tử vong do bệnh mạch vành ở bệnh nhân đái tháo đường cao gấp 4 lần...,https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421
HAS_COMPLICATION,gây ra biến chứng,47,E14.2,Disease,"Đái tháo đường không xác định, kèm biến chứng thận",https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,614,COMP_effbbc5359,Complication,Ngoài da,https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,"Một số biến chứng khác: Ngoài da: Ngứa, mụn nhọt...",https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421
HAS_COMPLICATION,gây ra biến chứng,47,E14.2,Disease,"Đái tháo đường không xác định, kèm biến chứng thận",https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,496,COMP_44f45988a4,Complication,Bệnh mắt,https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,"Mắt: Đục thủy tinh thể, trợt loét giác mạc... hội chứng Wolfram (đái tháo đường, teo thị giác, điếc, tiểu nhạt).",https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421
HAS_COMPLICATION,gây ra biến chứng,47,E14.2,Disease,"Đái tháo đường không xác định, kèm biến chứng thận",https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,485,COMP_378f5a7238,Complication,Bệnh hô hấp,https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,"Hô hấp: Viêm phổi, phế quản do bội nhiễm.",https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421
HAS_COMPLICATION,gây ra biến chứng,47,E14.2,Disease,"Đái tháo đường không xác định, kèm biến chứng thận",https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,558,COMP_9c59be9369,Complication,Bệnh tiêu hóa,https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,"Tiêu hóa: Rụng răng, viêm dạ dày... rối loạn chức năng gan.",https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421
AFFECTS_POPULATION,đối tượng nguy cơ cao/bệnh nền,939,DEMO_a4c3e912ff,Demographic,Người cao tuổi,https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,47,E14.2,Disease,"Đái tháo đường không xác định, kèm biến chứng thận",https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,"Đối với bệnh nhân cao tuổi, biến chứng này khó phát hiện vì các triệu chứng mờ nhạt và không điển hình.",https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421
AFFECTS_POPULATION,đối tượng nguy cơ cao/bệnh nền,899,DEMO_669cd7bcc9,Demographic,Bệnh nhân type 1,https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,47,E14.2,Disease,"Đái tháo đường không xác định, kèm biến chứng thận",https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,Nhiễm toan Ceton... Thường xảy ra ở bệnh nhân đái tháo đường type 1.,https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421
AFFECTS_POPULATION,đối tượng nguy cơ cao/bệnh nền,889,DEMO_5646b0739e,Demographic,Bệnh nhân type 2,https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,47,E14.2,Disease,"Đái tháo đường không xác định, kèm biến chứng thận",https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421,Rối loạn Lipid máu: ... hay gặp hơn ở những bệnh nhân đái tháo đường type 2.,https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421
